name,club,club_rank,age,height,foot,position,nationality,league,league_rank,contract_expires,matches_played,goals,assists,is_international,international_caps,international_goals,trophies,minutes_played,minutes_per_goals,market_value
Delap,Ipswich,124,21,1.86,right,Centre-Forward,England,Premier League,1,2029,139,60,18,TRUE,5,2,9,8783,146,8000000
George Hirst,Ipswich,124,25,1.91,right,Centre-Forward,England,Premier League,1,2027,193,47,20,TRUE,13,7,0,10556,225,4000000
Ali Al-Hamadi,Ipswich,124,22,1.87,right,Centre-Forward,Iraq,Premier League,1,2028,113,42,12,TRUE,12,3,0,6896,164,1000000
Freddie Ladapo,Ipswich,124,31,1.83,right,Centre-Forward,England,Premier League,1,2025,330,95,18,FALSE,0,0,1,18332,193,500000
Jude Bellingham,Real Madrid,2,21,1.86,right,Attacking Midfield,England,LaLiga,2,2029,219,51,40,TRUE,36,5,7,16854,330,180000000
Brahim Díaz,Real Madrid,2,24,1.7,right,Attacking Midfield,Morocco,LaLiga,2,2027,265,54,41,TRUE,4,0,10,14985,278,40000000
Nico Paz,RM Castilla,2,19,1.86,left,Attacking Midfield,Argentina,Primera Federación - Gr. II,106,2027,70,18,7,TRUE,4,0,3,4252,236,10000000
Reinier,Real Madrid,2,22,1.85,right,Attacking Midfield,Brazil,LaLiga,2,2026,98,14,7,TRUE,10,3,4,3443,246,3500000
Vinicius Junior,Real Madrid,2,24,1.76,right,Left Winger,Brazil,LaLiga,2,2027,338,101,81,TRUE,33,5,17,22161,219,180000000
Rodrygo,Real Madrid,2,23,1.74,right,Right Winger,Brazil,LaLiga,2,2028,299,73,49,TRUE,27,6,11,18331,251,110000000
Arda Güler,Real Madrid,2,19,1.75,left,Right Winger,Türkiye,LaLiga,2,2029,93,29,25,TRUE,12,2,5,4858,168,45000000
Kylian Mbappé,Real Madrid,2,25,1.78,right,Centre-Forward,France,LaLiga,2,2029,373,288,126,TRUE,84,48,42,28338,98,180000000
Juanmi Latasa,Real Madrid,2,23,1.92,left,Centre-Forward,Spain,LaLiga,2,2025,116,29,1,TRUE,1,0,2,6447,222,2800000
Ferran Torres,Barcelona,7,24,1.84,right,Left Winger,Spain,LaLiga,2,2027,265,51,34,TRUE,46,20,9,14601,286,30000000
Ansu Fati,Barcelona,7,21,1.78,right,Left Winger,Spain,LaLiga,2,2027,148,37,14,TRUE,10,2,4,5962,161,25000000
Lamine Yamal,Barcelona,7,17,1.8,left,Right Winger,Spain,LaLiga,2,2026,60,7,9,TRUE,14,3,5,3261,466,120000000
Raphinha,Barcelona,7,27,1.76,left,Right Winger,Brazil,LaLiga,2,2027,333,82,63,TRUE,27,7,4,22665,276,50000000
Vitor Roque,Barcelona,7,19,1.74,right,Centre-Forward,Brazil,LaLiga,2,2031,118,37,13,TRUE,1,0,2,6178,167,30000000
Robert Lewandowski,Barcelona,7,35,1.85,right,Centre-Forward,Poland,LaLiga,2,2026,771,568,152,TRUE,152,83,65,63486,112,15000000
Víctor,Barcelona,7,22,1.84,right,Centre-Forward,Spain,LaLiga,2,2029,89,27,12,FALSE,0,0,0,6769,251,1500000
Thomas Lemar,Atlético Madrid,16,28,1.71,left,Attacking Midfield,France,LaLiga,2,2027,396,37,59,TRUE,27,4,4,23503,635,10000000
Samuel Lino,Atlético Madrid,16,24,1.7,right,Left Winger,Brazil,LaLiga,2,2027,187,43,16,FALSE,0,0,0,12371,288,30000000
Rodrigo Riquelme,Atlético Madrid,16,24,1.74,right,Left Winger,Spain,LaLiga,2,2028,183,27,29,TRUE,2,0,0,9791,363,25000000
Mollejo,Atlético Madrid,16,23,1.77,left,Left Winger,Spain,LaLiga,2,2026,197,30,13,TRUE,13,3,2,11660,389,3000000
Paulo,Atlético Madrid,16,23,1.86,right,Left Winger,Portugal,LaLiga,2,2026,143,21,14,TRUE,4,1,1,6954,331,2000000
Ángel Correa,Atlético Madrid,16,29,1.71,right,Right Winger,Argentina,LaLiga,2,2026,485,92,79,TRUE,25,3,8,26014,283,18000000
Valera,Atlético Madrid,16,22,1.7,left,Right Winger,Spain,LaLiga,2,2026,149,12,5,TRUE,2,0,1,8056,671,2000000
Félix,Atlético Madrid,16,24,1.81,right,Second Striker,Portugal,LaLiga,2,2029,282,82,41,TRUE,41,8,3,17013,207,30000000
Omorodion,Atlético Madrid,16,20,1.93,right,Centre-Forward,Spain,LaLiga,2,2028,72,27,1,TRUE,7,2,0,4221,156,35000000
Antoine Griezmann,Atlético Madrid,16,33,1.76,left,Centre-Forward,France,LaLiga,2,2026,693,268,119,TRUE,135,44,11,52807,197,25000000
Martín,Atlético Madrid,16,22,1.8,right,Centre-Forward,Spain,LaLiga,2,2029,89,36,7,TRUE,4,1,0,6484,180,3500000
Simeone,Atlético Madrid,16,21,1.73,right,Centre-Forward,Argentina,LaLiga,2,2028,69,13,5,TRUE,2,2,0,4603,354,3000000
Garcés,Atlético Madrid,16,24,1.83,right,Centre-Forward,Spain,LaLiga,2,2025,160,28,3,FALSE,0,0,0,7610,272,2000000
Brais Méndez,Real Sociedad,41,27,1.84,left,Attacking Midfield,Spain,LaLiga,2,2028,319,49,35,TRUE,4,1,0,21671,442,40000000
Arsen Zakharyan,Real Sociedad,41,21,1.83,right,Attacking Midfield,Russia,LaLiga,2,2029,161,36,40,TRUE,8,0,0,11189,311,18000000
Navarro,Real Sociedad,41,22,1.78,right,Attacking Midfield,Spain,LaLiga,2,2025,143,21,13,TRUE,6,3,0,8649,412,6000000
Jon Magunazelaia,Real Sociedad B,300,23,1.8,right,Attacking Midfield,Spain,Primera Federación - Gr. I,300,2026,96,14,4,FALSE,0,0,0,5765,412,1000000
Ander Barrenetxea,Real Sociedad,41,22,1.75,right,Left Winger,Spain,LaLiga,2,2030,161,17,8,TRUE,14,1,2,7109,418,20000000
Takefusa Kubo,Real Sociedad,41,23,1.73,left,Right Winger,Japan,LaLiga,2,2029,259,36,33,TRUE,35,4,1,16000,444,50000000
Mikel Oyarzabal,Real Sociedad,41,27,1.81,left,Centre-Forward,Spain,LaLiga,2,2028,357,100,54,TRUE,37,12,3,26447,264,45000000
Sheraldo Becker,Real Sociedad,41,29,1.8,right,Centre-Forward,Suriname,LaLiga,2,2026,339,50,61,TRUE,12,3,2,23100,462,10000000
Umar Sadiq,Real Sociedad,41,27,1.91,right,Centre-Forward,Nigeria,LaLiga,2,2028,279,129,54,TRUE,11,1,3,19331,150,10000000
Carlos Fernández,Real Sociedad,41,28,1.85,left,Centre-Forward,Spain,LaLiga,2,2026,273,70,12,TRUE,3,0,5,17587,251,1500000
Oihan Sancet,Athletic,26,24,1.88,right,Attacking Midfield,Spain,LaLiga,2,2032,182,32,16,TRUE,4,1,2,10899,341,35000000
Unai Gómez,Athletic,26,21,1.83,left,Attacking Midfield,Spain,LaLiga,2,2028,69,4,2,TRUE,1,0,1,3762,941,6000000
Nico Williams,Athletic,26,22,1.81,right,Left Winger,Spain,LaLiga,2,2027,149,29,38,TRUE,20,4,2,9972,344,70000000
Djaló,Athletic,26,24,1.75,right,Left Winger,Spain,LaLiga,2,2029,120,25,11,FALSE,0,0,1,5702,228,15000000
Álex Berenguer,Athletic,26,29,1.75,right,Left Winger,Spain,LaLiga,2,2027,350,43,44,FALSE,0,0,2,20128,468,12000000
Serrano,Athletic,26,21,1.76,left,Left Winger,Spain,LaLiga,2,2026,99,11,11,TRUE,9,6,1,4841,440,1400000
Iñaki Williams,Athletic,26,30,1.86,right,Right Winger,Ghana,LaLiga,2,2028,453,121,63,TRUE,17,1,3,33587,278,25000000
Adu Ares,Athletic,26,22,1.83,right,Right Winger,Spain,LaLiga,2,2027,74,12,1,FALSE,0,0,1,4441,370,2000000
Artola,Athletic,26,24,1.77,right,Right Winger,Spain,LaLiga,2,2025,153,27,8,FALSE,0,0,0,8836,327,400000
Gorka Guruzeta,Athletic,26,27,1.88,right,Centre-Forward,Spain,LaLiga,2,2028,260,71,23,FALSE,0,0,1,16621,234,18000000
Martón,Athletic,26,25,1.81,right,Centre-Forward,Spain,LaLiga,2,2026,94,25,3,FALSE,0,0,0,5369,215,500000
Diego López,Valencia,119,22,1.72,right,Left Winger,Spain,LaLiga,2,2027,72,12,8,TRUE,8,2,0,4317,360,14000000
Fran Pérez,Valencia,119,21,1.76,right,Right Winger,Spain,LaLiga,2,2026,81,4,4,TRUE,7,1,0,4092,123,8000000
Sergi Canós,Valencia,119,27,1.77,right,Right Winger,Spain,LaLiga,2,2027,326,49,46,TRUE,4,0,0,18168,371,2500000
Castillejo,Valencia,119,29,1.82,left,Right Winger,Spain,LaLiga,2,2025,324,26,34,TRUE,4,0,1,17956,691,600000
Hugo Duro,Valencia,119,24,1.77,left,Centre-Forward,Spain,LaLiga,2,2028,192,52,14,TRUE,1,1,0,12107,233,16000000
Mir,Valencia,119,27,1.91,right,Centre-Forward,Spain,LaLiga,2,2025,284,87,16,TRUE,1,0,4,16160,186,2500000
Alberto Marí,Valencia,119,23,1.83,right,Centre-Forward,Spain,LaLiga,2,2026,52,13,1,FALSE,0,0,0,2792,215,1500000
Iván Martín,Girona,18,25,1.78,left,Attacking Midfield,Spain,LaLiga,2,2026,189,12,20,TRUE,2,1,0,13849,1154,15000000
Misehouy,Girona,18,19,1.73,right,Attacking Midfield,Netherlands,LaLiga,2,2028,75,22,10,TRUE,1,0,0,4577,208,1000000
Gil,Girona,18,23,1.75,left,Left Winger,Spain,LaLiga,2,2025,171,13,19,TRUE,4,0,3,8778,675,14000000
Toni Villa,Girona,18,29,1.72,right,Left Winger,Spain,LaLiga,2,2025,302,28,14,FALSE,0,0,0,19793,707,1500000
Ureña,Girona,18,21,1.71,right,Left Winger,Dominican Republic,LaLiga,2,2025,45,0,3,TRUE,1,0,1,2021,0,400000
Viktor Tsygankov,Girona,18,26,1.78,left,Right Winger,Ukraine,LaLiga,2,2027,294,106,77,TRUE,55,13,7,21958,207,30000000
Portu,Girona,18,32,1.67,right,Right Winger,Spain,LaLiga,2,2027,517,71,50,TRUE,1,0,1,36144,509,3500000
Valery Fernández,Girona,18,24,1.82,right,Right Winger,Spain,LaLiga,2,2026,148,11,6,TRUE,0,0,0,6119,556,2500000
Vallejo,Girona,18,27,1.67,right,Second Striker,Spain,LaLiga,2,2025,163,29,11,TRUE,3,0,1,7449,257,1500000
Artem Dovbyk,Girona,18,27,1.89,left,Centre-Forward,Ukraine,LaLiga,2,2028,212,102,27,TRUE,31,10,8,14062,138,35000000
Ruiz,Girona,18,24,1.82,right,Centre-Forward,Spain,LaLiga,2,2029,274,50,25,TRUE,2,0,7,15620,312,12000000
Cristhian Stuani,Girona,18,37,1.84,right,Centre-Forward,Uruguay,LaLiga,2,2026,585,245,26,TRUE,50,8,3,37145,152,1800000
Álex Baena,Villarreal,29,23,1.74,right,Attacking Midfield,Spain,LaLiga,2,2028,183,24,42,TRUE,5,1,2,11980,499,40000000
Denis Suárez,Villarreal,29,30,1.76,right,Attacking Midfield,Spain,LaLiga,2,2026,370,37,64,TRUE,1,0,7,23193,627,1500000
Danjuma,Villarreal,29,27,1.78,right,Left Winger,Netherlands,LaLiga,2,2026,245,77,36,TRUE,6,2,2,14808,192,13000000
Yéremy Pino,Villarreal,29,21,1.72,right,Right Winger,Spain,LaLiga,2,2027,133,18,12,TRUE,12,2,2,7220,401,30000000
Ilias Akhomach,Villarreal,29,20,1.75,left,Right Winger,Morocco,LaLiga,2,2026,95,9,5,TRUE,3,0,0,5340,593,15000000
Hassan,Villarreal,29,22,1.75,right,Right Winger,France,LaLiga,2,2025,157,8,16,TRUE,0,0,0,7790,974,2000000
Alexander Sørloth,Villarreal,29,28,1.95,left,Centre-Forward,Norway,LaLiga,2,2028,370,131,48,TRUE,53,18,5,22879,175,25000000
Gerard Moreno,Villarreal,29,32,1.8,left,Centre-Forward,Spain,LaLiga,2,2027,458,181,63,TRUE,18,5,2,33139,183,10000000
Rodríguez,Sevilla FC,109,26,1.74,right,Attacking Midfield,Spain,LaLiga,2,2025,250,34,22,TRUE,2,0,0,15163,446,2500000
Lucas Ocampos,Sevilla FC,109,30,1.87,right,Left Winger,Argentina,LaLiga,2,2025,511,96,52,TRUE,12,2,3,33089,345,9000000
Chidera Ejuke,Sevilla FC,109,26,1.76,right,Left Winger,Nigeria,LaLiga,2,2027,240,43,29,TRUE,8,0,0,15978,372,6000000
Dodi Lukébakio,Sevilla FC,109,26,1.87,left,Right Winger,Belgium,LaLiga,2,2028,239,54,35,TRUE,18,2,0,14205,263,12000000
Suso,Sevilla FC,109,30,1.77,left,Right Winger,Spain,LaLiga,2,2025,426,54,77,TRUE,5,0,3,28519,528,4000000
Peque Fernández,Sevilla FC,109,21,1.72,right,Second Striker,Spain,LaLiga,2,2028,117,28,7,TRUE,0,0,0,5932,212,3000000
Isaac Romero,Sevilla FC,109,24,1.84,left,Centre-Forward,Spain,LaLiga,2,2028,88,30,14,FALSE,0,0,0,6148,205,18000000
Iheanacho,Sevilla FC,109,27,1.85,left,Centre-Forward,Nigeria,LaLiga,2,2026,305,87,45,TRUE,55,15,5,13665,157,12000000
Pablo Fornals,Real Betis,54,28,1.78,right,Attacking Midfield,Spain,LaLiga,2,2029,377,42,42,TRUE,6,1,2,24353,580,14000000
Nabil Fekir,Real Betis,54,31,1.73,left,Attacking Midfield,France,LaLiga,2,2026,355,98,74,TRUE,25,2,3,25708,262,10000000
Isco,Real Betis,54,32,1.76,right,Attacking Midfield,Spain,LaLiga,2,2027,523,83,77,TRUE,38,12,20,32239,388,8000000
Rodri Sánchez,Real Betis,54,24,1.75,left,Attacking Midfield,Spain,LaLiga,2,2028,133,9,15,TRUE,19,3,1,6404,712,3000000
Assane Diao,Real Betis,54,18,1.85,right,Left Winger,Spain,LaLiga,2,2027,53,10,2,TRUE,11,0,1,3280,328,12000000
Abde Ezzalzouli,Real Betis,54,22,1.77,right,Left Winger,Morocco,LaLiga,2,2028,127,17,9,TRUE,5,3,2,6644,391,9000000
Ayoze Pérez,Real Betis,54,31,1.78,right,Left Winger,Spain,LaLiga,2,2027,419,95,40,TRUE,2,1,4,26761,282,7000000
,Real Betis,54,31,1.72,right,Left Winger,Spain,LaLiga,2,2026,387,85,25,TRUE,1,0,3,19655,231,6000000
Aitor Ruibal,Real Betis,54,28,1.76,right,Right Winger,Spain,LaLiga,2,2025,266,36,14,FALSE,0,0,1,17090,475,3500000
Collado,Real Betis,54,25,1.77,left,Right Winger,Spain,LaLiga,2,2029,173,29,18,TRUE,1,0,3,13051,450,2300000
Losada,Real Betis,54,23,1.75,right,Second Striker,Spain,LaLiga,2,2029,154,26,19,TRUE,2,0,0,9540,367,1800000
Chimy Ávila,Real Betis,54,30,1.72,right,Centre-Forward,Argentina,LaLiga,2,2027,243,49,16,FALSE,0,0,0,12967,265,3000000
Cédric Bakambu,Real Betis,54,33,1.82,right,Centre-Forward,DR Congo,LaLiga,2,2026,421,172,42,TRUE,54,16,5,26449,154,2500000
Alberto Moleiro,UD Las Palmas,309,20,1.71,right,Attacking Midfield,Spain,LaLiga,2,2026,115,7,13,TRUE,4,0,0,7034,105,15000000
Kirian Rodríguez,UD Las Palmas,309,28,1.78,right,Attacking Midfield,Spain,LaLiga,2,2028,191,18,12,FALSE,0,0,0,13462,748,12000000
Gil,UD Las Palmas,309,24,1.68,right,Attacking Midfield,Spain,LaLiga,2,2027,148,20,7,FALSE,0,0,0,8792,440,1000000
Fuster,UD Las Palmas,309,26,1.69,right,Left Winger,Spain,LaLiga,2,2028,259,43,28,FALSE,0,0,0,19225,447,2400000
Pejiño,UD Las Palmas,309,28,1.78,left,Left Winger,Spain,LaLiga,2,2026,143,22,11,FALSE,0,0,0,7524,342,1200000
Benito Ramírez,UD Las Palmas,309,29,1.79,left,Left Winger,Spain,LaLiga,2,2025,216,14,11,FALSE,0,0,0,12149,868,600000
Januzaj,UD Las Palmas,309,29,1.86,left,Right Winger,Belgium,LaLiga,2,2025,343,42,46,TRUE,15,1,7,18918,450,2000000
Park,UD Las Palmas,309,24,1.77,right,Right Winger,Spain,LaLiga,2,2028,133,7,11,TRUE,1,0,1,7110,116,2000000
Rozada,UD Las Palmas,309,26,1.72,right,Right Winger,Spain,LaLiga,2,2027,182,9,16,FALSE,0,0,0,11691,1299,1500000
García,UD Las Palmas,309,21,1.81,right,Right Winger,Spain,LaLiga,2,2027,58,8,4,TRUE,4,2,0,2674,334,250000
McBurnie,UD Las Palmas,309,28,1.88,right,Centre-Forward,Scotland,LaLiga,2,2027,316,106,23,TRUE,17,0,0,19395,183,4500000
Sory Kaba,UD Las Palmas,309,29,1.89,right,Centre-Forward,Guinea,LaLiga,2,2027,257,75,23,TRUE,21,3,2,16002,213,1500000
Sandro Ramírez,UD Las Palmas,309,29,1.74,right,Centre-Forward,Spain,LaLiga,2,2026,309,60,25,TRUE,7,1,7,17430,291,1500000
Marc Cardona,UD Las Palmas,309,29,1.82,right,Centre-Forward,Spain,LaLiga,2,2026,209,43,22,FALSE,0,0,1,10088,235,1400000
Jaime Mata,UD Las Palmas,309,35,1.86,right,Centre-Forward,Spain,LaLiga,2,2025,473,150,36,TRUE,1,0,1,32466,216,900000
Cédric,UD Las Palmas,309,22,1.87,right,Centre-Forward,Cameroon,LaLiga,2,2026,80,26,3,TRUE,2,0,0,5344,206,400000
Aimar Oroz,CA Osasuna,125,22,1.77,right,Attacking Midfield,Spain,LaLiga,2,2026,157,19,8,TRUE,3,0,1,11177,588,15000000
Martínez,CA Osasuna,125,24,1.81,right,Attacking Midfield,Spain,LaLiga,2,2026,170,11,8,TRUE,4,0,1,10268,933,1200000
Moi Gómez,CA Osasuna,125,30,1.76,right,Left Winger,Spain,LaLiga,2,2027,450,37,51,TRUE,3,1,1,28337,766,3500000
José Manuel Arnáiz,CA Osasuna,125,29,1.73,right,Left Winger,Spain,LaLiga,2,2025,284,62,15,FALSE,0,0,2,18713,302,2000000
Yoldi,CA Osasuna,125,23,1.87,right,Left Winger,Spain,LaLiga,2,2026,102,24,4,FALSE,0,0,0,6245,260,400000
Rubén García,CA Osasuna,125,31,1.72,left,Right Winger,Spain,LaLiga,2,2026,412,43,46,TRUE,1,0,2,25919,603,2500000
Kike Barja,CA Osasuna,125,27,1.79,right,Right Winger,Spain,LaLiga,2,2026,236,29,20,TRUE,0,0,1,12707,438,2000000
Benito,CA Osasuna,125,21,1.76,right,Right Winger,Spain,LaLiga,2,2025,127,10,2,FALSE,0,0,0,7022,702,800000
Ante Budimir,CA Osasuna,125,33,1.9,left,Centre-Forward,Croatia,LaLiga,2,2027,409,134,35,TRUE,24,3,0,28084,210,5000000
Raúl García,CA Osasuna,125,23,1.92,right,Centre-Forward,Spain,LaLiga,2,2028,141,47,12,FALSE,0,0,2,9015,192,4000000
Dani Rodríguez,RCD Mallorca,130,36,1.78,right,Attacking Midfield,Spain,LaLiga,2,2025,539,56,38,FALSE,0,0,0,41225,736,1000000
Javi Llabrés,RCD Mallorca,130,21,1.74,right,Left Winger,Spain,LaLiga,2,2026,47,6,3,FALSE,0,0,0,1587,265,700000
Takuma Asano,RCD Mallorca,130,29,1.73,right,Right Winger,Japan,LaLiga,2,2026,325,78,43,TRUE,52,9,5,19454,249,4000000
Vedat Muriqi,RCD Mallorca,130,30,1.94,left,Centre-Forward,Kosovo,LaLiga,2,2027,383,111,34,TRUE,51,26,2,25376,229,12000000
Cyle Larin,RCD Mallorca,130,29,1.88,right,Centre-Forward,Canada,LaLiga,2,2028,305,108,34,TRUE,73,29,5,20404,189,4000000
Abdón Prats,RCD Mallorca,130,31,1.81,left,Centre-Forward,Spain,LaLiga,2,2026,441,114,17,FALSE,0,0,0,22942,201,1800000
Williot Swedberg,Celta de Vigo,113,20,1.87,right,Attacking Midfield,Sweden,LaLiga,2,2027,94,14,3,TRUE,1,0,0,5169,369,5000000
Jonathan Bamba,Celta de Vigo,113,28,1.75,right,Left Winger,Cote d'Ivoire,LaLiga,2,2026,324,49,52,TRUE,10,1,3,23911,488,9000000
Lobete,Celta de Vigo,113,23,1.77,right,Left Winger,Spain,LaLiga,2,2026,160,25,16,TRUE,5,3,0,9847,394,1500000
Álvarez,Celta de Vigo,113,21,1.76,right,Left Winger,Spain,LaLiga,2,2025,82,9,10,TRUE,0,0,0,5916,657,1500000
Franco Cervi,Celta de Vigo,113,30,1.66,left,Left Winger,Argentina,LaLiga,2,2026,322,35,49,TRUE,4,1,5,19591,560,1500000
Tadeo Allende,Celta de Vigo,113,25,1.83,right,Right Winger,Argentina,LaLiga,2,2028,114,16,7,FALSE,0,0,0,5970,373,4000000
Anastasios Douvikas,Celta de Vigo,113,24,1.86,right,Centre-Forward,Greece,LaLiga,2,2028,225,69,17,TRUE,17,1,2,12757,185,6000000
Borja Iglesias,Celta de Vigo,113,31,1.87,right,Centre-Forward,Spain,LaLiga,2,2025,428,174,23,TRUE,2,0,4,29887,172,5000000
Iago Aspas,Celta de Vigo,113,37,1.76,left,Centre-Forward,Spain,LaLiga,2,2025,598,225,83,TRUE,20,6,1,41407,184,3000000
Paciência,Celta de Vigo,113,30,1.84,right,Centre-Forward,Portugal,LaLiga,2,2025,273,58,24,TRUE,2,1,5,13383,231,1500000
Durán,Celta de Vigo,113,23,1.76,right,Centre-Forward,Spain,LaLiga,2,2027,104,23,7,FALSE,0,0,0,5534,241,300000
,Alavés,122,30,1.78,right,Left Winger,Spain,LaLiga,2,2027,318,103,18,FALSE,0,0,0,21818,212,4000000
Abde Rebbach,Alavés,122,25,1.76,right,Left Winger,Algeria,LaLiga,2,2028,65,8,5,FALSE,0,0,0,2853,357,800000
Luka Romero,Alavés,122,19,1.69,left,Right Winger,Argentina,LaLiga,2,2025,53,5,0,TRUE,0,0,0,1503,301,5000000
Carlos Vicente,Alavés,122,25,1.79,right,Right Winger,Spain,LaLiga,2,2027,142,29,25,FALSE,0,0,0,10406,359,4000000
Villalibre,Alavés,122,26,1.82,left,Centre-Forward,Spain,LaLiga,2,2028,289,69,26,TRUE,1,0,2,14772,214,2500000
Kike García,Alavés,122,34,1.86,right,Centre-Forward,Spain,LaLiga,2,2025,541,125,26,TRUE,0,0,1,32510,260,1000000
Joaquín Panichelli,Alavés B,300,21,1.87,right,Centre-Forward,Argentina,Segunda Federación - Gr. II,300,2026,19,2,0,FALSE,0,0,0,531,266,300000
Sola,Getafe,191,25,1.78,right,Right Winger,Spain,LaLiga,2,2027,166,5,9,TRUE,1,0,0,9976,1995,4000000
Federico,Getafe,191,22,1.8,left,Right Winger,Dominican Republic,LaLiga,2,2028,141,15,18,TRUE,0,0,2,8469,565,3000000
Pérez,Getafe,191,26,1.73,left,Right Winger,Spain,LaLiga,2,2025,225,41,28,TRUE,2,0,2,12292,300,2500000
Borja Mayoral,Getafe,191,27,1.82,right,Centre-Forward,Spain,LaLiga,2,2027,318,105,25,TRUE,31,16,7,18698,178,15000000
Randy Nteka,Rayo Vallecano,200,26,1.89,left,Attacking Midfield,Angola,LaLiga,2,2026,226,29,8,TRUE,1,0,0,14551,502,1500000
Montiel,Rayo Vallecano,200,25,1.73,left,Attacking Midfield,Spain,LaLiga,2,2025,220,21,17,TRUE,3,0,1,10729,511,1200000
Óscar Trejo,Rayo Vallecano,200,36,1.8,right,Attacking Midfield,Argentina,LaLiga,2,2025,590,74,54,FALSE,0,0,1,39113,529,1000000
Álvaro García,Rayo Vallecano,200,31,1.67,right,Left Winger,Spain,LaLiga,2,2026,435,67,46,FALSE,0,0,0,30862,461,3000000
Bebé,Rayo Vallecano,200,34,1.9,right,Left Winger,Cape Verde,LaLiga,2,2025,352,57,27,TRUE,23,6,5,19058,334,600000
Isi Palazón,Rayo Vallecano,200,29,1.69,left,Right Winger,Spain,LaLiga,2,2028,354,53,23,FALSE,0,0,0,22597,426,8000000
Jorge de Frutos,Rayo Vallecano,200,27,1.73,right,Right Winger,Spain,LaLiga,2,2028,266,34,33,FALSE,0,0,0,17327,510,4000000
Embarba,Rayo Vallecano,200,32,1.73,right,Right Winger,Spain,LaLiga,2,2025,355,51,67,FALSE,0,0,2,24535,481,1800000
Sergio Camello,Rayo Vallecano,200,23,1.82,right,Centre-Forward,Spain,LaLiga,2,2027,181,48,11,TRUE,1,0,1,12330,257,3000000
Raúl de Tomás,Rayo Vallecano,200,29,1.8,right,Centre-Forward,Spain,LaLiga,2,2027,363,135,24,TRUE,4,0,4,24121,179,2000000
Martín,Rayo Vallecano,200,25,1.78,left,Centre-Forward,Spain,LaLiga,2,2025,198,31,17,TRUE,6,0,0,9484,306,1200000
Amallah,Real Valladolid,226,27,1.85,right,Attacking Midfield,Morocco,LaLiga,2,2027,210,47,25,TRUE,37,4,0,13493,287,1500000
Biuk,Real Valladolid,226,21,1.84,right,Left Winger,Croatia,LaLiga,2,2029,122,9,10,TRUE,19,2,2,6502,722,4000000
Moro,Real Valladolid,226,21,1.69,right,Left Winger,Spain,LaLiga,2,2028,121,25,16,TRUE,1,0,1,6133,245,2500000
Machís,Real Valladolid,226,31,1.71,right,Left Winger,Venezuela,LaLiga,2,2026,391,87,47,TRUE,48,11,1,24267,279,2000000
Kenedy,Real Valladolid,226,28,1.8,left,Left Winger,Brazil,LaLiga,2,2027,235,22,26,TRUE,2,0,4,10983,499,2000000
Ndiaye,Real Valladolid,226,28,1.73,right,Left Winger,Senegal,LaLiga,2,2027,221,36,16,TRUE,4,0,0,13641,379,1500000
Akinsola,Real Valladolid,226,21,1.75,right,Left Winger,Nigeria,LaLiga,2,2025,40,1,4,TRUE,3,0,0,1608,1608,250000
Iván Sánchez,Real Valladolid,226,31,1.69,left,Right Winger,Spain,LaLiga,2,2025,452,37,33,FALSE,0,0,0,28939,782,1000000
Marcos André,Real Valladolid,226,27,1.85,right,Centre-Forward,Brazil,LaLiga,2,2028,234,50,16,FALSE,0,0,0,13403,268,2000000
Mamadou Sylla,Real Valladolid,226,30,1.8,right,Centre-Forward,Senegal,LaLiga,2,2026,329,66,32,FALSE,0,0,0,19716,299,1500000
Israel Salazar,Valladolid Prom,300,21,1.78,right,Centre-Forward,Spain,Segunda Federación - Gr. I,300,2025,72,8,3,TRUE,3,3,1,3490,436,200000
Javi Puado,Espanyol,204,26,1.77,right,Left Winger,Spain,LaLiga,2,2025,203,52,20,TRUE,1,1,1,13581,261,8000000
Pere Milla,Espanyol,204,31,1.8,left,Left Winger,Spain,LaLiga,2,2027,431,76,25,FALSE,0,0,0,27335,360,2400000
José Carlos Lazo,Espanyol,204,28,1.78,left,Left Winger,Spain,LaLiga,2,2027,280,43,26,FALSE,0,0,1,15654,364,1500000
Soler,Espanyol,204,23,1.75,left,Left Winger,Spain,LaLiga,2,2026,85,7,1,FALSE,0,0,0,3601,514,200000
Jofre Carreras,Espanyol,204,23,1.75,right,Right Winger,Spain,LaLiga,2,2026,109,11,5,FALSE,0,0,1,4938,449,1800000
Salvi Sánchez,Espanyol,204,33,1.7,right,Right Winger,Spain,LaLiga,2,2025,400,43,28,FALSE,0,0,0,25860,601,1200000
Svensson,Espanyol,204,22,1.82,right,Centre-Forward,Spain,LaLiga,2,2025,129,27,1,FALSE,0,0,1,7569,280,400000
Roberto López,CD Leganés,120,24,1.79,left,Attacking Midfield,Spain,LaLiga,2,2027,191,36,29,TRUE,3,2,0,12230,340,2500000
Dani Raba,CD Leganés,120,28,1.85,left,Right Winger,Spain,LaLiga,2,2025,200,31,23,FALSE,0,0,3,10705,345,2200000
Cruz,CD Leganés,120,24,1.8,left,Right Winger,Spain,LaLiga,2,2028,100,18,3,TRUE,1,0,1,5218,290,1500000
García,CD Leganés,120,22,1.8,left,Right Winger,Spain,LaLiga,2,2027,87,9,4,FALSE,0,0,1,3863,429,500000
Avilés,CD Leganés,120,26,1.81,right,Right Winger,Spain,LaLiga,2,2026,103,3,8,FALSE,0,0,0,3816,1272,250000
